日ID,日序,周次,阶段,Primary LQ,Secondary LQ,周次功能,核心生命问题,生命痛点,今日核心经文,P证据,L证据,J证据,NT-DIS原则,一句话主题,日类型,每日核心信息,今日反思入口,今日自我选择,今日实践,关系/伙伴反馈,使命连接,生命果子,证据等级,内容状态
W48D01,1,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,约15：16,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,看见,先看见自己正在经历的“我的生命能够留下什么？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“我的生命能够留下什么？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从留下名声转向留下生命果子,A,待编写
W48D02,2,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,林前15：58,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,挖根,今天往里走一步：当“我的生命能够留下什么？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从留下名声转向留下生命果子,A,待编写
W48D03,3,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,约15：16,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,回经文,回到约15：16：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“我的生命能够留下什么？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用约15：16安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从留下名声转向留下生命果子,A,待编写
W48D04,4,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,路12：13-21,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,对照,把自己的旧习惯与新约的方向放在一起看：值得存留的不是短暂的自我成就，而是从基督而来的生命果子、爱与他人生命的建造。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：不要只追求短暂成果，让生命结出能够存留的果子。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从留下名声转向留下生命果子,A,待编写
W48D05,5,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,约15：8-17,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,行动,把今天的回应缩小成一个可执行动作：把时间投向一项能长期造福别人的关系或操练。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：把时间投向一项能长期造福别人的关系或操练。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从留下名声转向留下生命果子,A,待编写
W48D06,6,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,林前15：58,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴问“什么值得长期投资？”,多年后别人最可能记住我什么？,把影响力转向人而非名声,从留下名声转向留下生命果子,A,待编写
W48D07,7,48,IV 结出果子,LQ08,LQ07,生命留下什么,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,约15：16,林前15：58,路12：13-21,约15：8-17,辨认→投资→存留,不要只追求短暂成果，让生命结出能够存留的果子。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴问“什么值得长期投资？”,把这一周的学习带进下一周，而不是停在课程结束。,从留下名声转向留下生命果子,A,待编写
W49D01,1,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,腓4：9,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,看见,先看见自己正在经历的“什么值得传下去？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“什么值得传下去？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从物质传承转向生命传承,B,待编写
W49D02,2,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,林前11：1,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,挖根,今天往里走一步：当“什么值得传下去？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从物质传承转向生命传承,B,待编写
W49D03,3,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,腓4：9,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,回经文,回到腓4：9：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“什么值得传下去？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用腓4：9安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从物质传承转向生命传承,B,待编写
W49D04,4,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,路6：40,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,对照,把自己的旧习惯与新约的方向放在一起看：最值得传递的，不只是拥有的东西，而是怎样生活、怎样爱人、怎样跟随基督。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从物质传承转向生命传承,B,待编写
W49D05,5,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,约13：34-35,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,行动,把今天的回应缩小成一个可执行动作：本周和一个比自己年轻的人一起做一件有意义的事，而非单向教导。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周和一个比自己年轻的人一起做一件有意义的事，而非单向教导。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从物质传承转向生命传承,B,待编写
W49D06,6,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,林前11：1,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴反馈是否“可见、可模仿”。,我真正希望下一代从我身上学到什么？,为下一代提供可模仿的生活,从物质传承转向生命传承,B,待编写
W49D07,7,49,IV 结出果子,LQ06,LQ08,传下什么,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,腓4：9,林前11：1,路6：40,约13：34-35,辨认→示范→传递,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴反馈是否“可见、可模仿”。,把这一周的学习带进下一周，而不是停在课程结束。,从物质传承转向生命传承,B,待编写
